text,label
"['film', 'take', 'one', 'family', 'impossible', 'journey', 'make', 'feel', 'every', 'step', 'odyssey', 'beautifully', 'acted', 'photographed', 'heartbreakingly', 'real', 'last', 'line', 'wistful', 'hope', 'one', 'powerful', 'memory']",1
"['russian', 'space', 'station', 'avna', 'crew', 'four', 'russian', 'two', 'american', 'threatening', 'enter', 'earth', 'atmosphere', 'matter', 'day', 'russia', 'asks', 'nasa', 'help', 'rescuing', 'stranded', 'crew', 'nasa', 'scramble', 'space', 'shuttle', 'atlantis', 'nsa', 'also', 'interest', 'prometheus', 'prototype', 'microwave', 'power', 'source', 'tested', 'aboard', 'avna', 'organise', 'one', 'men', 'placed', 'mission', 'br', 'br', 'plot', 'onto', 'le', 'important', 'thing', 'space', 'station', 'shuttle', 'blatantly', 'obvious', 'model', 'used', 'fallout', 'memorial', 'day', 'dark', 'breed', 'handful', 'film', 'suspect', 'model', 'effect', 'obvious', 'throughout', 'entire', 'movie', 'make', 'film', 'look', '1960s', 'set', 'little', 'better', 'far', '80', 'supposedly', 'brand', 'new', 'station', 'built', 'american', 'company', 'later', 'come', 'part', 'conspiracy', 'destroy', 'avna', 'prometheus', 'claim', 'insurance', 'script', 'good', 'moment', 'including', 'yuri', 'farewell', 'little', 'spiel', 'end', 'otherwise', 'fairly', 'bland', 'sub', 'standard', 'acting', 'okay', 'real', 'standout', 'performance', 'come', 'alex', 'veadov', 'offer', 'film', 'better', 'dialogue', 'michael', 'dudikoff', 'surprisingly', 'one', 'best', 'part', 'film', 'ice', 'ice', 'nuff', 'said', 'film', 'offer', 'surprise', 'though', 'wish', 'spoil', 'br', 'br', 'certainly', 'one', 'better', 'low', 'grade', 'contemporary', 'set', 'sci', 'fi', 'film', 'last', 'six', 'year', 'best', 'film', 'watchable', 'special', 'effect', 'plot', 'probably', 'put', 'lot', 'viewer', 'rent', 'stranded', 'sci', 'fi', 'film', 'instead']",0
"['think', 'nothing', 'redeeming', 'br', 'br', 'movie', 'saw', '9', 'month', 'ago', 'memory', 'might', 'made', 'br', 'br', 'worse', 'know', 'least', 'bad', '4', 'br', 'br', '10', 'br', 'br', 'seeing', 'movie', 'met', 'director', 'seemed', 'clueless', 'br', 'br', 'done', 'far', 'br', 'br', 'could', 'tell', 'care', 'film', 'either', 'even', 'agreed', 'br', 'br', 'really', 'know', 'forced', 'br', 'br', 'certain', 'thing', 'filmed', 'digitally', 'br', 'br', 'felt', 'movie', 'trying', 'hard', 'fit', 'formula', 'br', 'br', 'built', '9', 'people', 'connected', 'way', 'br', 'br', 'get', 'point', 'point', 'b', 'order', 'get', 'br', 'br', 'prostitute', 'see', 'start', 'back', 'end', '10', 'br', 'br', 'minute', 'character', 'relationship', 'another', 'person', 'br', 'br', 'make', 'one', 'feel', 'choked', '2', 'demensional', 'badly', 'drawn', 'br', 'br', 'character', 'br', 'br', 'remembered', 'one', 'redeeming', 'part', 'movie', 'steve', 'br', 'br', 'bouchemi', 'one', 'scene', 'amazing', 'br', 'br', 'say', '4', '10']",0
"['dated', 'part', 'charm', '1933', 'movie', 'say', 'pre', 'code', 'film', 'different', 'usually', 'interesting', 'way', 'br', 'br', 'short', 'running', 'time', 'great', 'acting', 'spencer', 'tracy', 'beautiful', 'face', 'sweetness', 'loretta', 'young', 'character', 'kept', 'watching', 'enjoying', 'stagy', 'intriguing', 'film', 'br', 'br', 'hard', 'pressed', 'find', 'nicer', 'girl', 'trinna', 'played', '20', 'year', 'old', 'young', 'already', 'making', '50th', 'movie', 'started', 'acting', 'small', 'child', 'fact', 'made', 'movie', 'quickly', 'back', 'old', 'day', 'camera', 'although', 'soft', 'focus', 'throughout', 'much', 'film', 'zoomed', 'loretta', 'face', 'eye', 'many', 'time', 'mesmerized', 'beauty', 'br', 'br', 'playing', 'crotchety', 'man', 'cynical', 'outlook', 'life', 'tracy', 'bill', 'slowly', 'transformed', 'loving', 'man', 'thanks', 'trinna', 'spencer', 'delivered', 'line', 'naturalness', 'hardly', 'knew', 'acting', 'br', 'br', 'although', 'small', 'role', 'supporting', 'actor', 'walter', 'connolly', 'marjorie', 'rambeau', 'arthur', 'hohl', 'glenda', 'farrell', 'leave', 'lasting', 'impression', 'long', 'viewing', '75', 'minute', 'film', 'particularly', 'fascinated', 'connolly', 'role', 'minister', 'father', 'figure', 'camp', 'br', 'br', 'story', 'little', 'far', 'fetched', 'hey', 'movie', 'story', 'two', 'lonely', 'great', 'depression', 'victim', 'trying', 'survive', 'hooverville', 'type', 'camp', 'wind', 'touching', 'tale']",1
"['seen', 'kalifornia', 'must', '10', 'year', 'ago', 'still', 'remember', 'impressed', 'wanted', 'see', 'say', 'still', 'lost', 'power', 'even', 'though', 'used', 'lot', 'come', 'movie', 'ten', 'year', 'ago', 'br', 'br', 'kalifornia', 'tell', 'tale', 'writer', 'brian', 'kessler', 'girlfriend', 'carrie', 'laughlin', 'photographer', 'want', 'move', 'california', 'instead', 'stepping', 'plain', 'flying', 'right', 'state', 'say', 'never', 'rain', 'choose', 'make', 'trip', 'car', 'want', 'write', 'book', 'america', 'famous', 'serial', 'killer', 'make', 'matching', 'picture', 'car', 'us', 'enormous', 'amount', 'petrol', 'decide', 'take', 'another', 'couple', 'spread', 'cost', 'trip', 'one', 'couple', 'answered', 'add', 'automatically', 'lucky', 'one', 'met', 'yet', 'seeing', 'couple', 'first', 'time', 'trip', 'already', 'started', 'carrie', 'shocked', 'without', 'wanting', 'prejudiced', 'conclude', 'early', 'grayce', 'adele', 'corner', 'poor', 'white', 'trailer', 'park', 'trash', 'definitely', 'want', 'car', 'brian', 'really', 'mind', 'take', 'decides', 'stop', 'pick', 'anyway', 'first', 'couple', 'seem', 'bad', 'gradually', 'early', 'grayce', 'change', 'trashy', 'hillbilly', 'remorseless', 'murderer', 'br', 'br', 'story', 'impressive', 'acting', 'four', 'lead', 'brad', 'pitt', 'incredible', 'early', 'grayce', 'performance', 'movie', 'may', 'well', 'best', 'ever', 'juliette', 'lewis', 'play', 'childish', 'naive', 'girlfriend', 'want', 'hear', 'bad', 'word', 'early', 'really', 'well', 'david', 'duchovny', 'michelle', 'forbes', 'surprise', 'well', 'good', 'job', 'really', 'wonder', 'never', 'heard', 'anything', 'forbes', 'since', 'movie', 'really', 'prof', 'lot', 'talent', 'br', 'br', 'overall', 'good', 'impressive', 'psychological', 'thriller', 'powerful', 'story', 'graphic', 'violence', 'imagine', 'may', 'everybody', 'taste', 'although', 'really', 'see', 'another', 'way', 'portray', 'serial', 'killer', 'believable', 'way', 'personally', 'really', 'liked', 'movie', 'lot', 'violence', 'never', 'bothered', 'part', 'story', 'important', 'left', 'reward', 'movie', '8', '10']",1
"['powerful', 'adaptation', 'best', 'selling', 'book', 'smash', 'broadway', 'play', 'life', 'bessie', 'sadie', 'delany', 'two', 'colored', 'sister', 'lived', 'past', 'age', '100', 'wonderfully', 'played', 'old', 'age', 'ruby', 'dee', 'diahann', 'carroll', 'respectively', 'tell', 'story', 'flashback', 'amy', 'hill', 'hearth', 'played', 'amy', 'madigan', 'white', 'new', 'york', 'time', 'reporter', 'flashback', 'present', 'day', 'scene', 'much', 'inspirational', 'value', 'book', 'really', 'powerful', 'however', 'certain', 'aspect', 'sister', 'life', 'inter', 'racial', 'background', 'mother', 'reason', 'behind', 'father', 'stern', 'personality', 'presented', 'clearly', 'need', 'read', 'book', 'fully', 'understand', 'thing', 'well', 'book', 'great', 'aside', 'flaw', 'wonderfully', 'done', 'performed', 'especially', 'dee', 'carroll', 'powerful', 'educational', 'movie']",1
"['movie', 'origin', 'mystery', 'know', 'much', 'imdb', 'rented', 'assume', 'starship', 'trooper', 'killshot', 'one', 'countless', 'unaired', 'pilot', 'never', 'made', 'network', 'cable', 'otherwise', 'new', 'title', 'kill', 'shot', 'comically', 'thrown', 'opening', 'sequence', 'first', 'many', 'quick', 'clue', 'ever', 'intended', 'cinema', 'quick', 'cut', 'cheesy', 'melrose', 'place', 'music', 'short', '2', 'second', 'close', 'candid', 'shot', 'main', 'actor', 'let', 'know', 'br', 'br', 'mind', 'rented', 'movie', 'seeing', 'repackaging', 'put', 'casper', 'van', 'dien', 'denise', 'richards', 'cover', 'front', 'volleyball', 'net', 'thinking', 'would', 'funny', 'see', 'movie', 'besides', 'scifi', 'travesty', 'starship', 'trooper', 'excellent', 'book', 'opinion', 'hot', 'movie', 'another', 'review', 'looking', 'imdb', 'roommate', 'surmised', 'pilot', 'dragged', 'apparent', 'success', 'trooper', 'richards', 'career', 'see', 'bond', 'girl', 'wild', 'thing', 'reference', 'threw', 'sex', 'scene', 'involving', 'minor', 'character', 'reach', 'coveted', 'r', 'rated', 'status', 'coveted', 'suspense', 'video', 'rental', 'section', 'event', 'left', 'unrated', 'trying', 'sell', 'suspense', 'softcore', 'porn', 'section', 'br', 'br', 'entertaining', 'hate', 'spoil', 'fun', 'telling', 'tv', 'pilot', 'though', 'biggest', 'pull', 'watching', 'expect', 'cinematic', 'movie', 'get', 'tv', 'show', 'difference', 'make', 'clear', 'usual', 'br', 'br', 'would', 'rent', 'would', 'watch', 'tv', 'show', 'well', 'better', 'baywatch', 'meager', 'attempt', 'hitting', 'demographic', 'would', 'done', 'well', 'back', 'mid', '90', 'token', 'black', 'guy', 'gay', 'avoid', 'tv', 'taboo', 'inter', 'racial', 'dating', 'token', 'asian', 'japanese', 'assume', 'name', 'koji', 'adept', 'science', 'computer', 'talking', 'woman', 'beautiful', 'intelligent', 'latina', 'pre', 'med', 'student', 'everything', 'going', 'except', 'family', 'bank', 'account', 'show', 'probably', 'would', 'done', 'ok', 'br', 'br', 'movie', 'crack', 'br', 'br', 'gave', '7', '10', 'considering', 'forced', 'become', 'made', 'enjoyable', 'evening', 'ask', 'rental']",1
"['really', 'enjoyed', 'first', 'film', 'turned', 'without', 'thinking', 'checking', 'took', 'family', 'friend', 'see', 'ashamed', 'enthused', 'much', 'br', 'br', 'disney', 'processed', 'original', 'film', 'like', 'human', 'body', 'process', 'delicious', 'meal', 'take', 'something', 'good', 'turn', 'well', 'know', 'dark', 'skinned', 'person', 'fbi', 'man', 'result', 'fingerprinting', 'informant', 'subdued', 'br', 'br', 'taken', 'isolated', 'film', 'suppose', 'bad', 'one', 'like', 'weird', 'sort', 'thing', 'one', 'read', 'book', 'seen', 'first', 'film', 'horrible']",0
"['hi', 'everyone', 'oh', 'boy', 'one', 'lulu', 'really', 'bad', 'background', 'music', 'whenever', 'squeeze', 'three', 'bad', 'guy', 'guess', 'star', 'beat', 'people', 'chop', 'people', 'crash', 'truck', 'bulldozer', 'people', 'usual', 'stuff', 'br', 'br', 'woman', 'sending', 'mission', 'unable', 'move', 'mouth', 'speaks', 'sort', 'like', 'watching', 'bad', 'ventriloquist', 'dummy', 'walk', 'like', 'balancing', 'egg', 'head', 'br', 'br', 'wardrobe', '70', 'leisure', 'style', 'men', 'blah', 'female', 'lead', 'supposed', 'good', 'nurse', 'bad', 'novocain', 'mouth', 'woman', 'wear', 'red', 'silk', 'frock', 'perhaps', 'maybe', 'poplin', 'windbreaker', 'big', 'br', 'br', 'actually', 'liked', 'ending', 'even', 'though', 'make', 'lot', 'sense', 'let', 'u', 'happened', 'earlier', 'film', 'br', 'br', 'police', 'officer', 'ok', 'bad', 'good', 'stupid', 'except', 'two', 'two', 'bright', 'one', 'could', 'worked', 'hollywood', 'br', 'br', 'movie', 'start', 'interestingly', 'enough', 'end', 'surprise', 'middle', 'suck', 'guy', 'diner', 'give', 'free', 'hamburger', 'star', 'good', 'job', 'like', '1940s', 'character', 'actor', 'great', 'voice', 'br', 'br', 'one', 'bit', 'long', 'lady', 'marble', 'mouth', 'could', 'couple', 'line', 'rest', 'could', 'said', 'parrot', 'would', 'easier', 'understand', 'bird', 'br', 'br', 'scene', 'sword', 'could', 'handled', 'trained', 'woodpecker', 'br', 'br', 'tom', 'willett']",0
"['take', 'get', 'adjusted', 'sound', 'son', 'pioneer', 'thoroughly', 'enjoy', 'soundtrack', 'would', 'played', 'orchestra', 'like', 'max', 'steiner', 'dmitri', 'tiomkin', 'would', 'lose', 'folkloric', 'character', 'music', 'conduct', 'film', 'everything', 'seems', 'follow', 'rhythm', 'whole', 'cast', 'excellent', 'ben', 'johnson', 'harry', 'carey', 'jr', 'young', 'men', 'guiding', 'caravan', 'ward', 'bond', 'mormon', 'leader', 'joanne', 'dru', 'flirting', 'actress', 'ford', 'able', 'make', 'would', 'ordinary', 'western', 'something', 'totally', 'different', 'original', 'showing', 'u', 'music', 'dance', 'people']",1
"['although', 'young', 'remember', 'first', 'showing', 'series', 'baby', 'later', 'caught', 'repeat', 'television', 'late', '80', 'getting', 'interested', 'war', 'aspect', 'grandfather', 'first', 'showed', 'series', 'also', 'gave', 'first', 'interest', 'relating', 'tale', 'time', 'royal', 'navy', 'malta', 'later', 'pacific', 'since', 'devoured', 'many', 'book', 'seen', 'many', 'television', 'series', 'world', 'war', 'two', 'era', 'mixed', 'opinion', 'british', 'television', 'station', 'generally', 'good', 'producing', 'world', 'war', 'easily', 'attest', 'many', 'gem', 'made', 'bbc', 'independent', 'company', 'strongly', 'recommend', 'title', 'nazi', 'warning', 'history', 'blitz', 'bbc', 'series', 'dunkirk', 'britain', 'war', 'colour', 'companion', 'series', 'japan', 'germany', 'america', 'high', 'standard', 'world', 'war', 'far', 'best', 'despite', 'age', 'never', 'fails', 'deliver', 'always', 'new', 'revelation', 'war', 'keep', 'cropping', 'obviously', 'included', 'series', 'course', 'world', 'war', 'two', 'took', 'place', 'large', 'canvas', 'produce', 'series', 'every', 'detail', 'would', 'take', 'time', 'money', 'even', 'undertaking', 'even', 'possible', 'feel', 'must', 'say', 'decry', 'include', 'everything', 'world', 'war', 'physically', 'series', 'sure', 'heck', 'prompt', 'research', 'make', 'enjoyable', 'certainly', 'worked', 'comprehensive', 'library', 'book', 'video', 'dvd', 'tape', 'cd', 'recommend', 'anyone', 'even', 'passing', 'interest', 'series', 'well', 'made', 'find', 'hard', 'agree', 'quality', 'programming', 'highly', 'informative']",1
